id,iter,italian_Comment (%),italian_Comment Lines,italian_Lines of Code,italian_Statements,italian_Cyclomatic Complexity,italian_Cognitive Complexity,italian_Code Smells,italian_Vulnerabilities,italian_Bugs,italian_Security Hotspots,italian_pmd,italian_nloc,italian_ccn,italian_token_count,italian_param_count,italian_length,italian_top_nesting_level,english_Comment (%),english_Comment Lines,english_Lines of Code,english_Statements,english_Cyclomatic Complexity,english_Cognitive Complexity,english_Code Smells,english_Vulnerabilities,english_Bugs,english_Security Hotspots,english_pmd,english_nloc,english_ccn,english_token_count,english_param_count,english_length,english_top_nesting_level,chinese_Comment (%),chinese_Comment Lines,chinese_Lines of Code,chinese_Statements,chinese_Cyclomatic Complexity,chinese_Cognitive Complexity,chinese_Code Smells,chinese_Vulnerabilities,chinese_Bugs,chinese_Security Hotspots,chinese_pmd,chinese_nloc,chinese_ccn,chinese_token_count,chinese_param_count,chinese_length,chinese_top_nesting_level,hindi_Comment (%),hindi_Comment Lines,hindi_Lines of Code,hindi_Statements,hindi_Cyclomatic Complexity,hindi_Cognitive Complexity,hindi_Code Smells,hindi_Vulnerabilities,hindi_Bugs,hindi_Security Hotspots,hindi_pmd,hindi_nloc,hindi_ccn,hindi_token_count,hindi_param_count,hindi_length,hindi_top_nesting_level,spanish_Comment (%),spanish_Comment Lines,spanish_Lines of Code,spanish_Statements,spanish_Cyclomatic Complexity,spanish_Cognitive Complexity,spanish_Code Smells,spanish_Vulnerabilities,spanish_Bugs,spanish_Security Hotspots,spanish_pmd,spanish_nloc,spanish_ccn,spanish_token_count,spanish_param_count,spanish_length,spanish_top_nesting_level
6367667c1a6d9265ec0173fb,0,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,0.0,0.0,19.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,53.0,1.0,11.0,1.0,7.7,1.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0
6367667c1a6d9265ec0173fb,1,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,0.0,0.0,19.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,53.0,1.0,11.0,1.0,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0
6367667c1a6d9265ec0173fb,2,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,0.0,0.0,19.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,53.0,1.0,11.0,1.0,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0
6367667c1a6d9265ec0173fb,3,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,0.0,0.0,19.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,53.0,1.0,11.0,1.0,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0
6367667c1a6d9265ec0173fb,4,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,45.0,1.0,8.0,1.0,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0
6367667c1a6d9265ec0173fb,5,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,0.0,0.0,19.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,53.0,1.0,11.0,1.0,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0
6367667c1a6d9265ec0173fb,6,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,0.0,0.0,19.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,53.0,1.0,11.0,1.0,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0
6367667c1a6d9265ec0173fb,7,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,0.0,0.0,19.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,53.0,1.0,11.0,1.0,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0
6367667c1a6d9265ec0173fb,8,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,0.0,0.0,16.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,37.0,1.0,8.0,1.0,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0
6367667c1a6d9265ec0173fb,9,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,6.7,1.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,33.0,1.0,6.0,1.0,0.0,0.0,19.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,53.0,1.0,11.0,1.0,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,1.0,6.0,1.0
6367667d1a6d9265ec0173ff,0,20.7,6.0,23.0,11.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,18.0,5.0,90.0,1.0,24.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,17.4,4.0,19.0,9.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,5.0,74.0,1.0,19.0,1.0,21.4,6.0,22.0,10.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,17.0,6.0,79.0,1.0,24.0,1.0
6367667d1a6d9265ec0173ff,1,20.7,6.0,23.0,11.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,18.0,5.0,90.0,1.0,24.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,17.4,4.0,19.0,9.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,5.0,74.0,1.0,19.0,1.0,21.4,6.0,22.0,10.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,17.0,6.0,79.0,1.0,24.0,1.0
6367667d1a6d9265ec0173ff,2,20.7,6.0,23.0,11.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,18.0,5.0,90.0,1.0,24.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,17.4,4.0,19.0,9.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,5.0,82.0,1.0,19.0,1.0,21.4,6.0,22.0,10.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,17.0,6.0,79.0,1.0,24.0,1.0
6367667d1a6d9265ec0173ff,3,17.9,5.0,23.0,11.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,18.0,5.0,90.0,1.0,24.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,17.4,4.0,19.0,9.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,5.0,74.0,1.0,19.0,1.0,17.9,5.0,23.0,10.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,18.0,5.0,97.0,1.0,25.0,1.0
6367667d1a6d9265ec0173ff,4,20.7,6.0,23.0,11.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,18.0,5.0,86.0,1.0,24.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,20.7,6.0,23.0,11.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,5.0,74.0,1.0,19.0,1.0,21.4,6.0,22.0,10.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,17.0,6.0,79.0,1.0,24.0,1.0
6367667d1a6d9265ec0173ff,5,20.7,6.0,23.0,11.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,18.0,5.0,90.0,1.0,24.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,17.4,4.0,19.0,9.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,5.0,82.0,1.0,19.0,1.0,17.9,5.0,23.0,10.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,18.0,5.0,97.0,1.0,25.0,1.0
6367667d1a6d9265ec0173ff,6,20.7,6.0,23.0,11.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,18.0,5.0,90.0,1.0,24.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,21.1,4.0,15.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,39.0,1.0,12.0,1.0,21.4,6.0,22.0,10.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,17.0,6.0,79.0,1.0,24.0,1.0
6367667d1a6d9265ec0173ff,7,20.7,6.0,23.0,11.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,18.0,5.0,90.0,1.0,24.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,17.2,5.0,24.0,11.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,19.0,5.0,86.0,1.0,26.0,1.0,17.9,5.0,23.0,10.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,18.0,5.0,97.0,1.0,25.0,1.0
6367667d1a6d9265ec0173ff,8,17.9,5.0,23.0,11.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,18.0,5.0,94.0,1.0,24.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,20.0,5.0,20.0,9.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,15.0,4.0,86.0,1.0,22.0,1.0,17.2,5.0,24.0,11.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,19.0,5.0,86.0,1.0,26.0,1.0,21.4,6.0,22.0,10.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,17.0,6.0,79.0,1.0,24.0,1.0
6367667d1a6d9265ec0173ff,9,20.7,6.0,23.0,11.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,18.0,5.0,90.0,1.0,24.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,20.8,5.0,19.0,8.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,84.0,1.0,20.0,1.0,17.4,4.0,19.0,9.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,5.0,82.0,1.0,19.0,1.0,21.4,6.0,22.0,10.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,17.0,6.0,79.0,1.0,24.0,1.0
6367667d1a6d9265ec017401,0,15.4,8.0,44.0,27.0,8.0,16.0,9.0,0.0,0.0,0.0,1.0,29.0,9.0,239.0,1.0,37.0,1.0,5.9,4.0,64.0,42.0,11.0,41.0,9.0,0.0,0.0,0.0,3.0,49.0,13.0,365.0,1.0,60.0,1.0,31.4,16.0,35.0,23.0,6.0,10.0,8.0,0.0,0.0,0.0,1.0,31.0,6.0,248.0,1.0,40.0,1.0,2.4,1.0,40.0,27.0,7.0,11.0,6.0,0.0,0.0,0.0,2.0,36.0,7.0,246.0,1.0,41.0,1.0,9.8,5.0,46.0,28.0,8.0,16.0,9.0,0.0,0.0,0.0,0.0,30.0,9.0,230.0,1.0,37.0,1.0
6367667d1a6d9265ec017401,1,14.8,8.0,46.0,29.0,10.0,14.0,8.0,0.0,0.0,0.0,1.0,31.0,10.0,290.0,1.0,39.0,1.0,5.9,4.0,64.0,42.0,11.0,41.0,9.0,0.0,0.0,0.0,3.0,49.0,13.0,365.0,1.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,9.0,330.0,1.0,52.0,1.0,2.3,1.0,42.0,29.0,7.0,11.0,7.0,0.0,0.0,0.0,2.0,38.0,7.0,246.0,1.0,46.0,1.0,9.8,5.0,46.0,29.0,8.0,16.0,10.0,0.0,0.0,0.0,0.0,30.0,9.0,244.0,1.0,38.0,1.0
6367667d1a6d9265ec017401,2,15.4,8.0,44.0,27.0,8.0,16.0,9.0,0.0,0.0,0.0,1.0,29.0,9.0,239.0,1.0,37.0,1.0,7.2,5.0,64.0,42.0,11.0,41.0,9.0,0.0,0.0,0.0,3.0,49.0,13.0,365.0,1.0,60.0,1.0,31.4,16.0,35.0,23.0,6.0,10.0,8.0,0.0,0.0,0.0,1.0,31.0,6.0,248.0,1.0,40.0,1.0,2.3,1.0,42.0,29.0,7.0,11.0,7.0,0.0,0.0,0.0,2.0,38.0,7.0,246.0,1.0,46.0,1.0,6.2,4.0,61.0,41.0,11.0,28.0,15.0,0.0,0.0,0.0,0.0,45.0,13.0,349.0,1.0,57.0,1.0
6367667d1a6d9265ec017401,3,15.4,8.0,44.0,27.0,8.0,16.0,9.0,0.0,0.0,0.0,1.0,29.0,9.0,239.0,1.0,37.0,1.0,5.9,4.0,64.0,42.0,11.0,41.0,9.0,0.0,0.0,0.0,3.0,49.0,13.0,365.0,1.0,60.0,1.0,31.4,16.0,35.0,23.0,6.0,10.0,8.0,0.0,0.0,0.0,1.0,31.0,6.0,248.0,1.0,40.0,1.0,2.4,1.0,40.0,27.0,7.0,11.0,6.0,0.0,0.0,0.0,2.0,36.0,7.0,246.0,1.0,41.0,1.0,32.7,16.0,33.0,21.0,6.0,10.0,6.0,0.0,0.0,0.0,1.0,29.0,6.0,240.0,1.0,37.0,1.0
