id,iter,italian_Comment (%),italian_Comment Lines,italian_Lines of Code,italian_Statements,italian_Cyclomatic Complexity,italian_Cognitive Complexity,italian_Code Smells,italian_Vulnerabilities,italian_Bugs,italian_Security Hotspots,italian_flake8,italian_nloc,italian_ccn,italian_token_count,italian_param_count,italian_length,italian_top_nesting_level,italian_pylint,english_Comment (%),english_Comment Lines,english_Lines of Code,english_Statements,english_Cyclomatic Complexity,english_Cognitive Complexity,english_Code Smells,english_Vulnerabilities,english_Bugs,english_Security Hotspots,english_flake8,english_nloc,english_ccn,english_token_count,english_param_count,english_length,english_top_nesting_level,english_pylint,chinese_Comment (%),chinese_Comment Lines,chinese_Lines of Code,chinese_Statements,chinese_Cyclomatic Complexity,chinese_Cognitive Complexity,chinese_Code Smells,chinese_Vulnerabilities,chinese_Bugs,chinese_Security Hotspots,chinese_flake8,chinese_nloc,chinese_ccn,chinese_token_count,chinese_param_count,chinese_length,chinese_top_nesting_level,chinese_pylint,hindi_Comment (%),hindi_Comment Lines,hindi_Lines of Code,hindi_Statements,hindi_Cyclomatic Complexity,hindi_Cognitive Complexity,hindi_Code Smells,hindi_Vulnerabilities,hindi_Bugs,hindi_Security Hotspots,hindi_flake8,hindi_nloc,hindi_ccn,hindi_token_count,hindi_param_count,hindi_length,hindi_top_nesting_level,hindi_pylint,spanish_Comment (%),spanish_Comment Lines,spanish_Lines of Code,spanish_Statements,spanish_Cyclomatic Complexity,spanish_Cognitive Complexity,spanish_Code Smells,spanish_Vulnerabilities,spanish_Bugs,spanish_Security Hotspots,spanish_flake8,spanish_nloc,spanish_ccn,spanish_token_count,spanish_param_count,spanish_length,spanish_top_nesting_level,spanish_pylint
62b43426903eeb48555d3ea2,0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0
62b43426903eeb48555d3ea2,1,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0
62b43426903eeb48555d3ea2,2,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0
62b43426903eeb48555d3ea2,3,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0
62b43426903eeb48555d3ea2,4,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0
62b43426903eeb48555d3ea2,5,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0
62b43426903eeb48555d3ea2,6,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0
62b43426903eeb48555d3ea2,7,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0
62b43426903eeb48555d3ea2,8,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0
62b43426903eeb48555d3ea2,9,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0,71.4,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,16.0,1.0,7.0,0.0,7.0
62b43427903eeb48555d3ea5,0,41.9,13.0,18.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,21.0,27.0,7.0,171.0,3.0,32.0,0.0,22.0,47.8,22.0,24.0,20.0,7.0,15.0,0.0,0.0,2.0,0.0,24.0,44.0,8.0,203.0,3.0,46.0,0.0,21.0,63.3,19.0,11.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,26.0,4.0,122.0,3.0,32.0,0.0,25.0,6.9,2.0,27.0,20.0,7.0,17.0,3.0,0.0,2.0,0.0,22.0,27.0,8.0,210.0,3.0,29.0,0.0,24.0,40.0,12.0,18.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,22.0,28.0,7.0,177.0,3.0,31.0,0.0,23.0
62b43427903eeb48555d3ea5,1,41.9,13.0,18.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,21.0,27.0,7.0,171.0,3.0,32.0,0.0,22.0,50.0,22.0,22.0,18.0,5.0,9.0,1.0,0.0,0.0,0.0,23.0,42.0,6.0,178.0,3.0,44.0,0.0,22.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,26.0,4.0,121.0,3.0,32.0,0.0,1.0,6.9,2.0,27.0,20.0,7.0,17.0,1.0,0.0,2.0,0.0,20.0,27.0,8.0,208.0,3.0,29.0,0.0,22.0,53.8,21.0,18.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,28.0,37.0,7.0,177.0,3.0,40.0,0.0,23.0
62b43427903eeb48555d3ea5,2,41.9,13.0,18.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,21.0,27.0,7.0,175.0,3.0,32.0,0.0,22.0,50.0,22.0,22.0,18.0,7.0,14.0,0.0,0.0,2.0,0.0,24.0,42.0,7.0,186.0,3.0,44.0,0.0,21.0,63.3,19.0,11.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,26.0,4.0,122.0,3.0,32.0,0.0,25.0,40.0,18.0,27.0,21.0,7.0,17.0,1.0,0.0,2.0,0.0,30.0,43.0,8.0,209.0,3.0,45.0,0.0,25.0,53.8,21.0,18.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,28.0,37.0,7.0,177.0,3.0,40.0,0.0,23.0
62b43427903eeb48555d3ea5,3,41.9,13.0,18.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,21.0,27.0,7.0,171.0,3.0,32.0,0.0,22.0,50.0,22.0,22.0,18.0,5.0,9.0,1.0,0.0,0.0,0.0,23.0,42.0,6.0,178.0,3.0,44.0,0.0,22.0,63.3,19.0,11.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,26.0,4.0,122.0,3.0,32.0,0.0,25.0,10.0,2.0,18.0,12.0,4.0,9.0,0.0,0.0,0.0,0.0,18.0,18.0,5.0,136.0,3.0,20.0,0.0,22.0,62.2,23.0,14.0,9.0,3.0,4.0,0.0,0.0,1.0,0.0,27.0,33.0,5.0,120.0,3.0,39.0,0.0,22.0
62b43427903eeb48555d3ea5,4,41.9,13.0,18.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,22.0,29.0,7.0,177.0,3.0,32.0,0.0,22.0,41.5,22.0,31.0,25.0,7.0,16.0,3.0,0.0,0.0,0.0,26.0,51.0,7.0,221.0,3.0,54.0,0.0,23.0,63.3,19.0,11.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,26.0,4.0,122.0,3.0,32.0,0.0,25.0,6.5,2.0,29.0,22.0,7.0,17.0,2.0,0.0,1.0,0.0,21.0,29.0,8.0,220.0,3.0,31.0,0.0,23.0,53.8,21.0,18.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,28.0,37.0,7.0,177.0,3.0,40.0,0.0,23.0
62b43427903eeb48555d3ea5,5,41.9,13.0,18.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,21.0,27.0,7.0,171.0,3.0,32.0,0.0,22.0,53.7,22.0,19.0,15.0,5.0,8.0,0.0,0.0,0.0,0.0,24.0,39.0,5.0,156.0,3.0,42.0,0.0,21.0,63.3,19.0,11.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,26.0,4.0,122.0,3.0,32.0,0.0,25.0,6.9,2.0,27.0,20.0,7.0,17.0,1.0,0.0,2.0,0.0,20.0,27.0,8.0,208.0,3.0,29.0,0.0,22.0,53.8,21.0,18.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,28.0,37.0,7.0,177.0,3.0,40.0,0.0,23.0
62b43427903eeb48555d3ea5,6,37.9,11.0,18.0,14.0,4.0,7.0,0.0,0.0,0.0,0.0,21.0,27.0,7.0,176.0,3.0,30.0,0.0,21.0,51.2,22.0,21.0,17.0,5.0,9.0,2.0,0.0,0.0,0.0,24.0,41.0,6.0,175.0,3.0,43.0,0.0,23.0,63.3,19.0,11.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,26.0,4.0,122.0,3.0,32.0,0.0,25.0,7.1,2.0,26.0,19.0,7.0,17.0,1.0,0.0,2.0,0.0,20.0,26.0,8.0,212.0,3.0,28.0,0.0,22.0,53.8,21.0,18.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,28.0,37.0,7.0,177.0,3.0,40.0,0.0,23.0
62b43427903eeb48555d3ea5,7,45.5,15.0,18.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,21.0,29.0,7.0,171.0,3.0,34.0,0.0,22.0,53.7,22.0,19.0,15.0,5.0,8.0,0.0,0.0,0.0,0.0,23.0,39.0,5.0,150.0,3.0,42.0,0.0,21.0,63.3,19.0,11.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,26.0,4.0,122.0,3.0,32.0,0.0,25.0,50.0,18.0,18.0,14.0,4.0,7.0,0.0,0.0,0.0,0.0,29.0,34.0,5.0,137.0,3.0,37.0,0.0,25.0,53.8,21.0,18.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,28.0,37.0,7.0,177.0,3.0,40.0,0.0,23.0
62b43427903eeb48555d3ea5,8,36.7,11.0,19.0,15.0,4.0,7.0,0.0,0.0,0.0,0.0,21.0,28.0,7.0,178.0,3.0,30.0,0.0,23.0,50.0,22.0,22.0,18.0,5.0,9.0,1.0,0.0,0.0,0.0,23.0,42.0,6.0,178.0,3.0,44.0,0.0,22.0,63.3,19.0,11.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,26.0,4.0,122.0,3.0,32.0,0.0,25.0,7.1,2.0,26.0,19.0,7.0,17.0,1.0,0.0,2.0,0.0,20.0,26.0,8.0,212.0,3.0,28.0,0.0,22.0,38.7,12.0,19.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0,22.0,29.0,6.0,150.0,3.0,32.0,0.0,23.0
62b43427903eeb48555d3ea5,9,45.5,15.0,18.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,21.0,29.0,7.0,171.0,3.0,34.0,0.0,22.0,53.7,22.0,19.0,14.0,5.0,10.0,0.0,0.0,1.0,0.0,23.0,39.0,5.0,137.0,3.0,42.0,0.0,21.0,70.8,17.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,1.0,76.0,3.0,25.0,0.0,22.0,47.4,18.0,20.0,16.0,5.0,9.0,2.0,0.0,0.0,0.0,31.0,36.0,6.0,177.0,3.0,38.0,0.0,27.0,53.8,21.0,18.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,28.0,37.0,7.0,177.0,3.0,40.0,0.0,23.0
62b43428903eeb48555d3eaa,0,10.5,2.0,17.0,12.0,3.0,5.0,0.0,0.0,0.0,0.0,24.0,17.0,6.0,158.0,3.0,21.0,0.0,24.0,11.8,2.0,15.0,10.0,3.0,5.0,0.0,0.0,0.0,0.0,24.0,15.0,6.0,144.0,3.0,19.0,0.0,26.0,60.7,17.0,11.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,27.0,28.0,2.0,106.0,3.0,30.0,0.0,26.0,11.8,2.0,15.0,10.0,3.0,5.0,0.0,0.0,0.0,0.0,25.0,15.0,4.0,127.0,3.0,19.0,0.0,24.0,11.8,2.0,15.0,10.0,3.0,5.0,0.0,0.0,0.0,0.0,24.0,15.0,4.0,131.0,3.0,19.0,0.0,24.0
62b43428903eeb48555d3eaa,1,11.1,2.0,16.0,11.0,3.0,5.0,0.0,0.0,0.0,0.0,24.0,16.0,6.0,152.0,3.0,21.0,0.0,24.0,11.8,2.0,15.0,10.0,3.0,5.0,0.0,0.0,0.0,0.0,24.0,15.0,6.0,144.0,3.0,19.0,0.0,26.0,58.6,17.0,12.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,26.0,29.0,2.0,109.0,3.0,31.0,0.0,24.0,11.8,2.0,15.0,10.0,3.0,5.0,0.0,0.0,0.0,0.0,25.0,15.0,4.0,127.0,3.0,19.0,0.0,24.0,51.5,17.0,16.0,12.0,3.0,5.0,0.0,0.0,0.0,0.0,28.0,31.0,6.0,151.0,3.0,36.0,0.0,27.0
