ID,prompt,generated_code,comments,identifiers,literals
62b463153879012d1948149c,"
def seleziona_nomi_file_per_prefisso(prefisso, lista_file):
""""""
Ottieni i file che appartengono a un pacchetto di documenti.

Restituisce i file della lista `files` i cui nomi iniziano con il prefisso `prefix`.

Parametri
----------
prefisso : `str`  
    Prefisso del nome del file.  

lista_file : `list` di `str`  
    Percorsi dei file.  

Ritorno
-------
list  
    Percorsi dei file i cui nomi base corrispondono al prefisso specificato.  ","def seleziona_nomi_file_per_prefisso(prefisso, lista_file):
    """"""
    Ottieni i file che appartengono a un pacchetto di documenti.

    Restituisce i file della lista `files` i cui nomi iniziano con il prefisso `prefix`.

    Parametri
    ----------
    prefisso : `str`  
        Prefisso del nome del file.  

    lista_file : `list` di `str`  
        Percorsi dei file.  

    Ritorno
    -------
    list  
        Percorsi dei file i cui nomi base corrispondono al prefisso specificato.  
    """"""
    # Creo una lista vuota per i file che corrispondono al prefisso
    file_selezionati = []
    
    # Scorro la lista dei file
    for file in lista_file:
        # Estraggo il nome base del file dal percorso
        nome_file = file.split('/')[-1]
        
        # Verifico se il nome del file inizia con il prefisso
        if nome_file.startswith(prefisso):
            file_selezionati.append(file)
            
    return file_selezionati",i,i,n
62b463153879012d1948149d,"
def _esplora_cartella(cartella):  
""""""
Ottiene i dati dei pacchetti dalla cartella  

Raggruppa i file in base al loro nome base XML e restituisce i dati in formato dizionario.  

Parametri  
----------  
cartella : str  
    Cartella del pacchetto  

Restituisce  
-------  
dict  
""""""","def _esplora_cartella(cartella):
    """"""
    Ottiene i dati dei pacchetti dalla cartella  

    Raggruppa i file in base al loro nome base XML e restituisce i dati in formato dizionario.  

    Parametri  
    ----------  
    cartella : str  
        Cartella del pacchetto  

    Restituisce  
    -------  
    dict
    """"""
    import os
    from collections import defaultdict
    
    # Dizionario per raggruppare i file per nome base
    file_dict = defaultdict(list)
    
    # Esplora tutti i file nella cartella
    for file in os.listdir(cartella):
        if file.endswith('.xml'):
            # Ottieni il nome base rimuovendo l'estensione
            base_name = os.path.splitext(file)[0]
            # Aggiungi il percorso completo del file alla lista corrispondente
            file_dict[base_name].append(os.path.join(cartella, file))
            
    # Converti defaultdict in dict normale
    return dict(file_dict)",i,i,n
62b463163879012d194814a4,"
def _esplora_file_zip(percorso_zip):
""""""
Ottiene i dati dei pacchetti dal percorso zip fornito.

Raggruppa i file in base al nome base dei loro file XML e restituisce i dati in formato dizionario.

Parametri
----------
percorso_zip : str  
    Percorso del file zip.

Restituisce
-------
dict
","def _esplora_file_zip(percorso_zip):
    """"""
    Ottiene i dati dei pacchetti dal percorso zip fornito.
    
    Raggruppa i file in base al nome base dei loro file XML e restituisce i dati in formato dizionario.
    
    Parametri
    ----------
    percorso_zip : str  
        Percorso del file zip.
    
    Restituisce
    -------
    dict
    """"""
    import zipfile
    import os
    from collections import defaultdict
    
    risultati = defaultdict(list)
    
    try:
        with zipfile.ZipFile(percorso_zip, 'r') as zip_file:
            # Ottiene la lista dei file nel zip
            file_list = zip_file.namelist()
            
            # Itera attraverso i file
            for file_name in file_list:
                # Prende solo i file XML
                if file_name.lower().endswith('.xml'):
                    # Ottiene il nome base del file senza estensione
                    base_name = os.path.splitext(os.path.basename(file_name))[0]
                    
                    # Legge il contenuto del file
                    with zip_file.open(file_name) as f:
                        contenuto = f.read()
                        
                    # Aggiunge il contenuto alla lista corrispondente nel dizionario
                    risultati[base_name].append({
                        'nome_file': file_name,
                        'contenuto': contenuto
                    })
                    
        return dict(risultati)
        
    except zipfile.BadZipFile:
        raise ValueError(f""Il file {percorso_zip} non è un file zip valido"")
    except FileNotFoundError:
        raise FileNotFoundError(f""Il file {percorso_zip} non è stato trovato"")
    except Exception as e:
        raise Exception(f""Errore durante l'elaborazione del file zip: {str(e)}"")",i,i,i
62b463163879012d194814a6,"def lista_file_da_file_zip(percorso_zip):


Restituisce i file presenti in `percorso_zip`.

Esempio:

""""""
[
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200069.pdf',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200069.xml',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071.pdf',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071.xml',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071-gf01.tif',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071-gf02.tif',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071-gf03.tif',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071-gf04.tif',
]
""""""","def lista_file_da_file_zip(percorso_zip):
    """"""
    Restituisce i file presenti in `percorso_zip`.
    
    Args:
        percorso_zip (str): Percorso del file zip da analizzare
        
    Returns:
        list: Lista dei nomi dei file contenuti nel file zip
    """"""
    import zipfile
    
    file_list = []
    
    with zipfile.ZipFile(percorso_zip, 'r') as zip_ref:
        # Ottiene la lista dei file nel zip
        file_list = zip_ref.namelist()
        
    return file_list",i,b,n
62b4631b3879012d194814dd,"def fissa_prefisso_namespace_w(contesto):
""""""

Converte il testo che di default è 'w:st=""' in 'w-st=""'.
""""""","def fissa_prefisso_namespace_w(contesto):
    """"""
    Converte il testo che di default è 'w:st=""' in 'w-st=""'.
    """"""
    return contesto.replace('w:st=""', 'w-st=""')",n,i,n
62b463303879012d19481579,"
def _estrai_numero_e_supplmento_da_elemento_issue(issue):
""""""

Estrai i possibili valori di numero e supplemento dai issue.
""""""","def _estrai_numero_e_supplmento_da_elemento_issue(issue):
    """"""
    Estrai i possibili valori di numero e supplemento dai issue.
    """"""
    numero = None
    supplemento = None
    
    # Check if issue is not None
    if issue:
        # Split issue by spaces to handle potential supplemento
        parts = issue.strip().split()
        
        # Get first part as numero
        if parts:
            try:
                numero = int(parts[0])
            except ValueError:
                numero = None
                
        # Check for supplemento in remaining parts
        if len(parts) > 1:
            supplemento = ' '.join(parts[1:])
            
    return numero, supplemento",e,b,n
62b46746d2f69a53b4661722,"
def assorbimento(self, argomenti):
""""""

Dato un insieme `argomenti` di espressioni, restituisce una nuova lista di espressioni applicando l'assorbimento e l'assorbimento negativo.

Consulta https://en.wikipedia.org/wiki/Absorption_law

Assorbimento::

    A & (A | B) = A, A | (A & B) = A

Assorbimento negativo::

    A & (~A | B) = A & B, A | (~A & B) = A | B
""""""","def assorbimento(self, argomenti):
    # Create a copy of input list to avoid modifying original
    result = argomenti.copy()
    modified = True
    
    # Keep iterating while changes are being made
    while modified:
        modified = False
        
        # Compare each pair of expressions
        for i in range(len(result)):
            for j in range(len(result)):
                if i != j:
                    expr1 = result[i]
                    expr2 = result[j]
                    
                    # Check for absorption law cases
                    # A & (A | B) = A
                    if expr1.is_and() and expr2.is_or():
                        if expr1 in expr2.operands:
                            result[i] = expr1
                            modified = True
                            
                    # A | (A & B) = A         
                    elif expr1.is_or() and expr2.is_and():
                        if expr1 in expr2.operands:
                            result[i] = expr1
                            modified = True
                            
                    # Check for negative absorption cases
                    # A & (~A | B) = A & B
                    if expr1.is_and() and expr2.is_or():
                        if expr1.negate() in expr2.operands:
                            result[i] = expr1 & expr2.operands[1]
                            modified = True
                            
                    # A | (~A & B) = A | B
                    elif expr1.is_or() and expr2.is_and():
                        if expr1.negate() in expr2.operands:
                            result[i] = expr1 | expr2.operands[1]
                            modified = True
                            
    # Remove duplicates and return
    return list(set(result))",e,b,n
62b86729b4d922cb0e688c2f,"def configurazione_base(utente, etcd_host=""localhost"", etcd_porta=2379):
""""""

Crea una configurazione con alcuni parametri semplici, che hanno un valore predefinito che può essere impostato.

Argomenti:
utente (str): il nome dell'utente per l'autenticazione statica.
etcd_host (str): l'host per il database.
etcd_porta (int): la porta per il database.

Ritorna:
dict: la configurazione creata.
""""""","def configurazione_base(utente, etcd_host=""localhost"", etcd_porta=2379):
    """"""
    Crea una configurazione con alcuni parametri semplici, che hanno un valore predefinito che può essere impostato.

    Argomenti:
    utente (str): il nome dell'utente per l'autenticazione statica.
    etcd_host (str): l'host per il database.
    etcd_porta (int): la porta per il database.

    Ritorna:
    dict: la configurazione creata.
    """"""
    config = {
        ""autenticazione"": {
            ""tipo"": ""statica"",
            ""utente"": utente
        },
        ""database"": {
            ""tipo"": ""etcd"",
            ""host"": etcd_host,
            ""porta"": etcd_porta
        }
    }
    
    return config",n,b,i
62b8982f755ee91dce50a241,"def normalizzata(self):
""""""

Restituisce una versione di questo oggetto rappresentata interamente utilizzando valori interi per gli attributi relativi.


>>> relativedelta(days=1.5, hours=2).normalizzata()
relativedelta(days=+1, hours=+14)


:return:
    Restituisce un oggetto di tipo :class:`dateutil.relativedelta.relativedelta`.
""""""","def normalizzata(self):
    """"""
    Restituisce una versione di questo oggetto rappresentata interamente utilizzando valori interi per gli attributi relativi.

    >>> relativedelta(days=1.5, hours=2).normalizzata()
    relativedelta(days=+1, hours=+14)

    :return:
        Restituisce un oggetto di tipo :class:`dateutil.relativedelta.relativedelta`.
    """"""
    # Converti giorni decimali in ore
    giorni_interi = int(self.days)
    ore_da_giorni = (self.days - giorni_interi) * 24
    
    # Converti ore decimali in minuti
    ore_totali = self.hours + ore_da_giorni
    ore_intere = int(ore_totali)
    minuti_da_ore = (ore_totali - ore_intere) * 60
    
    # Converti minuti decimali in secondi
    minuti_totali = self.minutes + minuti_da_ore
    minuti_interi = int(minuti_totali)
    secondi_da_minuti = (minuti_totali - minuti_interi) * 60
    
    # Converti secondi decimali in microsecondi
    secondi_totali = self.seconds + secondi_da_minuti
    secondi_interi = int(secondi_totali)
    microsecondi = int((secondi_totali - secondi_interi) * 1000000)
    
    return relativedelta(
        years=self.years,
        months=self.months,
        days=giorni_interi,
        hours=ore_intere,
        minutes=minuti_interi,
        seconds=secondi_interi,
        microseconds=microsecondi
    )",i,b,n
62b87d24d292efb640a55670," 

def estrai_versioni():

""""""
Ottieni le informazioni sulla versione o restituisci il valore predefinito se non è possibile ottenerle.
""""""","def estrai_versioni():
    """"""
    Ottieni le informazioni sulla versione o restituisci il valore predefinito se non è possibile ottenerle.
    """"""
    try:
        # Dizionario per memorizzare le versioni
        versioni = {}
        
        # Leggi la versione da un file di configurazione
        with open('version.txt', 'r') as f:
            for line in f:
                key, value = line.strip().split('=')
                versioni[key.strip()] = value.strip()
                
        return versioni
        
    except (FileNotFoundError, IOError, ValueError):
        # Restituisci valori predefiniti in caso di errore
        return {
            'major': '1',
            'minor': '0',
            'patch': '0'
        }",i,b,e
62b87d24d292efb640a5566d,"
def piu_o_punto(pezzi):
""""""
Restituisci un """"+"""" se non è già presente, altrimenti restituisci un """".""""
""""""","def piu_o_punto(pezzi):
    """"""
    Restituisci un ""+"" se non è già presente, altrimenti restituisci un "".""
    """"""
    if ""+"" not in pezzi:
        return ""+""
    else:
        return "".""",n,i,n
62b87d23d292efb640a5566b,"def esegui_comando(comandi, argomenti, cwd=None, verbose=False, nascondi_stderr=False, env=None):
""""""
Esegui il comando specificato.
""""""","def esegui_comando(comandi, argomenti, cwd=None, verbose=False, nascondi_stderr=False, env=None):
    """"""
    Esegui il comando specificato.
    """"""
    import subprocess
    import sys
    
    # Prepara il comando completo
    if isinstance(comandi, str):
        comando_completo = [comandi]
    else:
        comando_completo = list(comandi)
        
    # Aggiungi gli argomenti
    if argomenti:
        if isinstance(argomenti, str):
            comando_completo.append(argomenti)
        else:
            comando_completo.extend(argomenti)
            
    # Gestisci stderr
    stderr = subprocess.DEVNULL if nascondi_stderr else subprocess.PIPE
    
    # Stampa il comando se verbose è True
    if verbose:
        print(f""Esecuzione comando: {' '.join(comando_completo)}"")
        
    try:
        # Esegui il comando
        processo = subprocess.Popen(
            comando_completo,
            stdout=subprocess.PIPE,
            stderr=stderr,
            cwd=cwd,
            env=env,
            universal_newlines=True
        )
        
        # Ottieni output
        output, error = processo.communicate()
        
        # Gestisci eventuali errori
        if processo.returncode != 0 and not nascondi_stderr:
            print(f""Errore nell'esecuzione del comando: {error}"", file=sys.stderr)
            return None
            
        return output.strip() if output else """"
        
    except Exception as e:
        if not nascondi_stderr:
            print(f""Eccezione durante l'esecuzione del comando: {str(e)}"", file=sys.stderr)
        return None",i,b,i
62b45e945108cfac7f210a4a,"
def valida_gerarchia(self, oggetti_validati=True, controlla_digests=True, mostra_warning=False):
    """"""""""
    Valida la gerarchia di archiviazione.

    Restituisce:
        numero_oggetti - numero di oggetti verificati
        object_validi - numero di oggetti verificati che sono risultati validi
    """"""""""
","def valida_gerarchia(self, oggetti_validati=True, controlla_digests=True, mostra_warning=False):
    """"""
    Valida la gerarchia di archiviazione.

    Restituisce:
        numero_oggetti - numero di oggetti verificati
        object_validi - numero di oggetti verificati che sono risultati validi
    """"""
    numero_oggetti = 0
    object_validi = 0
    
    try:
        # Scansiona ricorsivamente la gerarchia
        for root, dirs, files in os.walk(self.path):
            for file in files:
                numero_oggetti += 1
                file_path = os.path.join(root, file)
                
                # Controlla validità oggetto
                if oggetti_validati:
                    try:
                        with open(file_path, 'rb') as f:
                            content = f.read()
                            
                        # Controlla digest se richiesto
                        if controlla_digests:
                            digest = hashlib.sha256(content).hexdigest()
                            digest_file = file_path + '.digest'
                            
                            if os.path.exists(digest_file):
                                with open(digest_file) as f:
                                    stored_digest = f.read().strip()
                                if digest == stored_digest:
                                    object_validi += 1
                            elif mostra_warning:
                                print(f""Warning: digest file non trovato per {file_path}"")
                        else:
                            object_validi += 1
                            
                    except Exception as e:
                        if mostra_warning:
                            print(f""Warning: errore validazione {file_path}: {str(e)}"")
                else:
                    object_validi += 1
                    
    except Exception as e:
        if mostra_warning:
            print(f""Errore durante la scansione: {str(e)}"")
            
    return numero_oggetti, object_validi",i,b,i
62b45e515108cfac7f210a3c,"def initializza(self):

""""""Crea e inizializza una nuova radice di archiviazione OCFL.""""""","def initializza(self):
    """"""Crea e inizializza una nuova radice di archiviazione OCFL.""""""
    
    # Crea la directory principale se non esiste
    if not os.path.exists(self.root_path):
        os.makedirs(self.root_path)
    
    # Crea il file namaste 0=ocfl_1.0
    namaste_path = os.path.join(self.root_path, ""0=ocfl_1.0"") 
    with open(namaste_path, ""w"") as f:
        f.write(""ocfl_1.0"")
        
    # Crea la directory degli oggetti
    objects_dir = os.path.join(self.root_path, ""objects"")
    if not os.path.exists(objects_dir):
        os.makedirs(objects_dir)
        
    # Crea il file ocfl_layout.json
    layout = {
        ""extension"": ""0000"",
        ""description"": ""OCFL Storage Root""
    }
    layout_path = os.path.join(self.root_path, ""ocfl_layout.json"")
    with open(layout_path, ""w"") as f:
        json.dump(layout, f, indent=2)",i,e,e
62b45e2eb89c9fd354170232,"
def prossima_versione(versione):
""""""
Prossimo identificatore di versione seguendo il modello esistente.

Deve gestire sia versioni con prefisso zero che versioni senza prefisso zero.
""""""","def prossima_versione(versione):
    """"""
    Prossimo identificatore di versione seguendo il modello esistente.
    
    Deve gestire sia versioni con prefisso zero che versioni senza prefisso zero.
    """"""
    # Controlla se la versione ha un prefisso zero
    has_zero_prefix = versione.startswith('0')
    
    # Converte la versione in numero intero
    num = int(versione)
    
    # Incrementa di 1
    next_num = num + 1
    
    # Se aveva prefisso zero, formatta con lo stesso numero di cifre
    if has_zero_prefix:
        width = len(versione)
        return str(next_num).zfill(width)
    
    # Altrimenti ritorna il numero come stringa senza prefisso
    return str(next_num)",i,b,n
62b45e21e0d4551b0392c8ed,"def cerca_tipo_percorso(percorso):
""""""
Restituisce una stringa che indica il tipo di elemento presente nel percorso specificato.

Valori restituiti:
    ‘radice' - sembra essere una Radice di Archiviazione OCFL (OCFL Storage Root)
    ‘oggetto' - sembra essere un Oggetto OCFL (OCFL Object)
    'file' - un file, potrebbe essere un inventario
    altra stringa - descrive un errore o una spiegazione del problema

Si basa esclusivamente sui file ""0=*"" Namaste per determinare il tipo di directory.
""""""","def cerca_tipo_percorso(percorso):
    """"""
    Restituisce una stringa che indica il tipo di elemento presente nel percorso specificato.

    Valori restituiti:
        'radice' - sembra essere una Radice di Archiviazione OCFL (OCFL Storage Root)
        'oggetto' - sembra essere un Oggetto OCFL (OCFL Object)
        'file' - un file, potrebbe essere un inventario
        altra stringa - descrive un errore o una spiegazione del problema

    Si basa esclusivamente sui file ""0=*"" Namaste per determinare il tipo di directory.
    """"""
    import os
    
    # Verifica se il percorso esiste
    if not os.path.exists(percorso):
        return ""Il percorso specificato non esiste""
        
    # Verifica se è un file
    if os.path.isfile(percorso):
        return ""file""
        
    # Verifica se è una directory
    if os.path.isdir(percorso):
        # Ottiene la lista dei file nella directory
        files = os.listdir(percorso)
        
        # Cerca file Namaste che iniziano con ""0=""
        namaste_files = [f for f in files if f.startswith(""0="")]
        
        if not namaste_files:
            return ""Nessun file Namaste trovato nella directory""
            
        # Legge il contenuto del primo file Namaste trovato
        with open(os.path.join(percorso, namaste_files[0]), 'r') as f:
            content = f.read().strip().lower()
            
        # Verifica il tipo in base al contenuto
        if ""ocfl_storage_root"" in content:
            return ""radice""
        elif ""ocfl_object"" in content:
            return ""oggetto""
            
        return f""Tipo sconosciuto nel file Namaste: {content}""
        
    return ""Il percorso non è né un file né una directory""",i,b,i
62ece4982e6aefcf4aabbd69,"
def _sostituisci_registro(parametri_flusso, numero_registro, valore_registro):
""""""
Sostituisci il valore dai flussi con il numero di registro specificato.

La chiave `valore_registro` nel dizionario verrà sostituita dal numero di registro specificato da `numero_registro`.

:param parametri_flusso: Dizionario contenente i flussi definiti  
:param numero_registro: Il numero del registro in cui il valore verrà memorizzato  
:param valore_registro: Chiave da sostituire con il numero di registro  
""""""","def _sostituisci_registro(parametri_flusso, numero_registro, valore_registro):
    """"""
    Sostituisci il valore dai flussi con il numero di registro specificato.
    
    La chiave `valore_registro` nel dizionario verrà sostituita dal numero di registro specificato da `numero_registro`.
    
    :param parametri_flusso: Dizionario contenente i flussi definiti  
    :param numero_registro: Il numero del registro in cui il valore verrà memorizzato  
    :param valore_registro: Chiave da sostituire con il numero di registro  
    """"""
    # Verifica se il valore_registro è presente nel dizionario
    if valore_registro in parametri_flusso:
        # Sostituisce il valore con il numero di registro
        parametri_flusso[valore_registro] = numero_registro
    
    # Controlla anche i valori annidati nel dizionario
    for chiave, valore in parametri_flusso.items():
        if isinstance(valore, dict):
            _sostituisci_registro(valore, numero_registro, valore_registro)
        elif isinstance(valore, list):
            for i, elemento in enumerate(valore):
                if isinstance(elemento, dict):
                    _sostituisci_registro(elemento, numero_registro, valore_registro)
                elif elemento == valore_registro:
                    valore[i] = numero_registro",i,b,n
62ece4982e6aefcf4aabbd74,"def prepara_repository_da_archivio(
    percorso_archivio: str,
    nome_file: Optional[str] = None,
    path_temporaneo: Union[PosixPath, str] = ""/tmp"",
) -> str:
""""""
Dato un `percorso_archivio` esistente, decomprimilo.  
Restituisce un URL del repository del file che può essere utilizzato come URL di origine.

Questo metodo non gestisce il caso in cui l'archivio passato non esista.
""""""","def prepara_repository_da_archivio(
    percorso_archivio: str,
    nome_file: Optional[str] = None,
    path_temporaneo: Union[PosixPath, str] = ""/tmp"",
) -> str:
    import os
    import tempfile
    import zipfile
    import tarfile
    from pathlib import Path

    # Create temporary directory
    temp_dir = tempfile.mkdtemp(dir=path_temporaneo)
    
    # Get archive name if not provided
    if nome_file is None:
        nome_file = os.path.basename(percorso_archivio)
    
    # Extract based on file extension
    if percorso_archivio.endswith('.zip'):
        with zipfile.ZipFile(percorso_archivio, 'r') as zip_ref:
            zip_ref.extractall(temp_dir)
    elif percorso_archivio.endswith(('.tar.gz', '.tgz')):
        with tarfile.open(percorso_archivio, 'r:gz') as tar_ref:
            tar_ref.extractall(temp_dir)
    elif percorso_archivio.endswith('.tar'):
        with tarfile.open(percorso_archivio, 'r') as tar_ref:
            tar_ref.extractall(temp_dir)
            
    # Return file URL format
    return f""file://{temp_dir}""",e,b,n
62ece4992e6aefcf4aabbd7b,"def scrivi_configurazione(nome_file_configurazione, configurazione_rendered, modo=0o600, sovrascrivi=False):
""""""
Dato un nome di file di configurazione di destinazione e un file YAML di configurazione renderizzato, scrivilo nel file.  
Crea eventuali directory contenitrici, se necessario. Tuttavia, se il file esiste già e `sovrascrivi` è impostato su `False`, interrompi l'operazione prima di scrivere qualsiasi cosa.
""""""","def scrivi_configurazione(nome_file_configurazione, configurazione_rendered, modo=0o600, sovrascrivi=False):
    """"""
    Dato un nome di file di configurazione di destinazione e un file YAML di configurazione renderizzato, scrivilo nel file.  
    Crea eventuali directory contenitrici, se necessario. Tuttavia, se il file esiste già e `sovrascrivi` è impostato su `False`, interrompi l'operazione prima di scrivere qualsiasi cosa.
    """"""
    import os
    import pathlib
    
    # Converti il percorso in oggetto Path
    file_path = pathlib.Path(nome_file_configurazione)
    
    # Controlla se il file esiste già
    if file_path.exists() and not sovrascrivi:
        raise FileExistsError(f""Il file {nome_file_configurazione} esiste già e sovrascrivi=False"")
        
    # Crea le directory necessarie
    file_path.parent.mkdir(parents=True, exist_ok=True)
    
    # Scrivi il contenuto nel file con i permessi specificati
    try:
        # Imposta i permessi corretti durante la creazione del file
        with os.fdopen(os.open(file_path, os.O_WRONLY | os.O_CREAT | os.O_TRUNC, modo), 'w') as f:
            f.write(configurazione_rendered)
    except Exception as e:
        raise IOError(f""Errore durante la scrittura del file {nome_file_configurazione}: {str(e)}"")",i,b,i
62ece4992e6aefcf4aabbd7c,"def una_riga(script, separatore="" && ""):
""""""
Converte uno script in un comando su una sola riga.  
Questo è utile per eseguire un singolo comando SSH e passare uno script su una sola riga.

:param script:  
:return:
""""""","def una_riga(script, separatore="" && ""):
    """"""
    Converte uno script in un comando su una sola riga.  
    Questo è utile per eseguire un singolo comando SSH e passare uno script su una sola riga.

    :param script: Stringa contenente lo script con più righe
    :param separatore: Separatore da usare tra i comandi (default "" && "")
    :return: Stringa contenente lo script su una sola riga
    """"""
    # Divide lo script in righe
    righe = script.strip().split('\n')
    
    # Rimuove gli spazi bianchi all'inizio e alla fine di ogni riga
    righe = [riga.strip() for riga in righe]
    
    # Rimuove le righe vuote
    righe = [riga for riga in righe if riga]
    
    # Unisce le righe usando il separatore
    return separatore.join(righe)",i,i,n
62ece4992e6aefcf4aabbd83,"def esegui_comando(comando, argomenti, cwd=None, verboso=False, nascondi_stderr=False, env=None):
""""""
Esegui il/i comando/i fornito/i.
""""""","def esegui_comando(comando, argomenti, cwd=None, verboso=False, nascondi_stderr=False, env=None):
    """"""
    Esegui il/i comando/i fornito/i.
    """"""
    import subprocess
    import sys

    # Prepara il comando completo
    if isinstance(comando, str):
        cmd = [comando]
    else:
        cmd = list(comando)
    
    # Aggiungi gli argomenti
    if argomenti:
        if isinstance(argomenti, str):
            cmd.append(argomenti)
        else:
            cmd.extend(argomenti)

    # Imposta stderr
    stderr = subprocess.DEVNULL if nascondi_stderr else subprocess.PIPE

    try:
        # Esegui il comando
        if verboso:
            print(f""Esecuzione comando: {' '.join(cmd)}"")
        
        processo = subprocess.Popen(
            cmd,
            stdout=subprocess.PIPE,
            stderr=stderr,
            cwd=cwd,
            env=env,
            universal_newlines=True
        )

        # Ottieni output
        output, error = processo.communicate()
        
        # Gestisci errori
        if processo.returncode != 0 and not nascondi_stderr:
            if error:
                print(f""Errore: {error}"", file=sys.stderr)
            return False
            
        if verboso and output:
            print(output)
            
        return True

    except Exception as e:
        if not nascondi_stderr:
            print(f""Errore nell'esecuzione del comando: {e}"", file=sys.stderr)
        return False",i,b,i
62ece4992e6aefcf4aabbd8a,"def carica_configurazioni(file_configurazioni, sovrascrivi=None, risolvi_env=True):
    """"""
    Dato un elenco di nomi di file di configurazione, carica e valida ciascun file di configurazione.
    Restituisci i risultati come una tupla composta da:
    - un dizionario che associa il nome del file di configurazione alla corrispondente configurazione analizzata,
    - una sequenza di istanze di `logging.LogRecord` contenenti eventuali errori di analisi.
    """"""","def carica_configurazioni(file_configurazioni, sovrascrivi=None, risolvi_env=True):
    """"""
    Dato un elenco di nomi di file di configurazione, carica e valida ciascun file di configurazione.
    Restituisci i risultati come una tupla composta da:
    - un dizionario che associa il nome del file di configurazione alla corrispondente configurazione analizzata,
    - una sequenza di istanze di `logging.LogRecord` contenenti eventuali errori di analisi.
    """"""
    import yaml
    import os
    import logging
    from pathlib import Path

    configurazioni = {}
    errori = []
    logger = logging.getLogger(__name__)

    # Assicurati che file_configurazioni sia una lista
    if isinstance(file_configurazioni, (str, Path)):
        file_configurazioni = [file_configurazioni]

    for file_path in file_configurazioni:
        try:
            with open(file_path, 'r') as f:
                config = yaml.safe_load(f)

            # Risolvi variabili d'ambiente se richiesto
            if risolvi_env:
                config = _risolvi_variabili_ambiente(config)

            # Applica sovrascritture se presenti
            if sovrascrivi:
                config = _applica_sovrascritture(config, sovrascrivi)

            configurazioni[str(file_path)] = config

        except Exception as e:
            record = logger.makeLogRecord({
                'msg': f""Errore nel caricamento del file {file_path}: {str(e)}"",
                'levelno': logging.ERROR,
                'exc_info': True
            })
            errori.append(record)

    return configurazioni, errori

def _risolvi_variabili_ambiente(config):
    """"""Helper function per risolvere le variabili d'ambiente nel config""""""
    if isinstance(config, dict):
        return {k: _risolvi_variabili_ambiente(v) for k, v in config.items()}
    elif isinstance(config, list):
        return [_risolvi_variabili_ambiente(v) for v in config]
    elif isinstance(config, str) and config.startswith('${') and config.endswith('}'):
        env_var = config[2:-1]
        return os.environ.get(env_var, config)
    return config

def _applica_sovrascritture(config, sovrascrivi):
    """"""Helper function per applicare le sovrascritture al config""""""
    if isinstance(sovrascrivi, dict):
        for k, v in sovrascrivi.items():
            if k in config and isinstance(config[k], dict) and isinstance(v, dict):
                config[k] = _applica_sovrascritture(config[k], v)
            else:
                config[k] = v
    return config",i,b,i
62e60873d76274f8a4026bd8,"def gestori_protocollo(cls, versione_protocollo=None):
    """"""
    Restituisce un dizionario dei gestori di protocollo Bolt disponibili,
    indicizzati per tuple di versione. Se viene fornita una versione di protocollo
    esplicita, il dizionario conterrà zero o un elemento, a seconda che quella
    versione sia supportata o meno. Se non viene fornita alcuna versione di protocollo,
    verranno restituite tutte le versioni disponibili.

    :param versione_protocollo: tupla che identifica una specifica versione
        del protocollo (ad esempio, (3, 5)) oppure None
    :return: dizionario che associa una tupla di versione alla classe del gestore
        per tutte le versioni di protocollo rilevanti e supportate
    :raise TypeError: se la versione del protocollo non è passata come una tupla
    """"""","def gestori_protocollo(cls, versione_protocollo=None):
    """"""
    Restituisce un dizionario dei gestori di protocollo Bolt disponibili,
    indicizzati per tuple di versione. Se viene fornita una versione di protocollo
    esplicita, il dizionario conterrà zero o un elemento, a seconda che quella
    versione sia supportata o meno. Se non viene fornita alcuna versione di protocollo,
    verranno restituite tutte le versioni disponibili.

    :param versione_protocollo: tupla che identifica una specifica versione
        del protocollo (ad esempio, (3, 5)) oppure None
    :return: dizionario che associa una tupla di versione alla classe del gestore
        per tutte le versioni di protocollo rilevanti e supportate
    :raise TypeError: se la versione del protocollo non è passata come una tupla
    """"""
    # Dizionario dei gestori di protocollo supportati
    gestori = {
        (3, 0): BoltProtocolV3Handler,
        (4, 0): BoltProtocolV4Handler,
        (4, 1): BoltProtocolV41Handler,
        (4, 4): BoltProtocolV44Handler,
        (5, 0): BoltProtocolV5Handler
    }

    # Se non viene specificata una versione, restituisce tutti i gestori
    if versione_protocollo is None:
        return gestori

    # Verifica che la versione sia una tupla
    if not isinstance(versione_protocollo, tuple):
        raise TypeError(""La versione del protocollo deve essere una tupla"")

    # Se viene specificata una versione, restituisce solo il gestore corrispondente
    # se supportato, altrimenti un dizionario vuoto
    return {versione_protocollo: gestori[versione_protocollo]} if versione_protocollo in gestori else {}",i,i,i
