id,generated_code,comments,identifiers,literals,docstring
636767691a6d9265ec0181aa,"import java.util.Objects;

public class HashCodeUtil {

    /**
     * Devuelve un código hash basado en el contenido del array especificado. Si el <code>array</code> es <code>null</code>, este método devuelve 0.
     * @param array el array de tipo long para obtener un código hash
     * @return el código hash del array de tipo long, que podría ser 0 si el array es null.
     */
    public static int nullSafeHashCode(long[] array) {
        if (array == null) {
            return 0;
        }
        int result = 1;
        for (long element : array) {
            result = 31 * result + Long.hashCode(element);
        }
        return result;
    }

    public static void main(String[] args) {
        long[] array = {1L, 2L, 3L};
        System.out.println(nullSafeHashCode(array)); // Ejemplo de uso
    }
}",spanish,english,none,spanish
636767441a6d9265ec017cc1,"class TreeNode<T> {
    T value;
    TreeNode<T> left;
    TreeNode<T> right;

    TreeNode(T value) {
        this.value = value;
        this.left = null;
        this.right = null;
    }
}

public class TreeRotation<T> {

    /**
     * Realiza una rotación a la derecha de un nodo.
     * @param node un nodo a rotar
     * @return un nuevo padre del {@code node}
     */
    private TreeNode<T> rotateRight(TreeNode<T> node) {
        if (node == null || node.left == null) {
            return node;
        }

        TreeNode<T> newParent = node.left;
        node.left = newParent.right;
        newParent.right = node;

        return newParent;
    }
}",none,english,none,spanish
6367667f1a6d9265ec01745c,"import java.io.File;
import java.net.MalformedURLException;
import java.net.URL;
import java.util.Vector;

public class ClassPathUtil {

    /**
     * Agrega todos los archivos jar de un directorio al classpath, representado como un Vector de URLs.
     */
    @SuppressWarnings(""unchecked"")
    public static void addToClassPath(Vector<URL> cpV, String dir) {
        File directory = new File(dir);
        if (!directory.exists() || !directory.isDirectory()) {
            throw new IllegalArgumentException(""El directorio proporcionado no existe o no es un directorio válido."");
        }

        File[] files = directory.listFiles((d, name) -> name.endsWith("".jar""));
        if (files != null) {
            for (File file : files) {
                try {
                    URL url = file.toURI().toURL();
                    cpV.add(url);
                } catch (MalformedURLException e) {
                    System.err.println(""Error al convertir el archivo a URL: "" + file.getAbsolutePath());
                    e.printStackTrace();
                }
            }
        }
    }

    public static void main(String[] args) {
        Vector<URL> classPath = new Vector<>();
        String directoryPath = ""path/to/your/jar/directory"";
        addToClassPath(classPath, directoryPath);

        // Imprimir las URLs agregadas al classpath
        for (URL url : classPath) {
            System.out.println(url);
        }
    }
}",spanish,english,spanish,spanish
6367677e1a6d9265ec01830f,"import java.text.SimpleDateFormat;
import java.util.Date;

public class LogFormatter {

    public String format(LoggingEvent event) {
        // Crear un objeto SimpleDateFormat para formatear la fecha
        SimpleDateFormat dateFormat = new SimpleDateFormat(""yyyy-MM-dd HH:mm:ss"");
        
        // Obtener la fecha y formatearla
        String formattedDate = dateFormat.format(new Date(event.getTimeStamp()));
        
        // Formatear el mensaje de log
        String formattedMessage = String.format(""[%s] %s: %s"", 
            formattedDate, 
            event.getLevel().toString(), 
            event.getMessage());
        
        return formattedMessage;
    }
}

// Clase LoggingEvent simulada para el ejemplo
class LoggingEvent {
    private long timeStamp;
    private String level;
    private String message;

    public LoggingEvent(long timeStamp, String level, String message) {
        this.timeStamp = timeStamp;
        this.level = level;
        this.message = message;
    }

    public long getTimeStamp() {
        return timeStamp;
    }

    public String getLevel() {
        return level;
    }

    public String getMessage() {
        return message;
    }
}",spanish,english,none,none
636767031a6d9265ec0178dd,"import java.io.IOException;
import java.net.HttpURLConnection;
import java.net.URL;

public class HttpRequest {

    private URL url;

    public HttpRequest(URL url) {
        this.url = url;
    }

    /**
     * Recupera la longitud del contenido de la solicitud.
     * @return La longitud del contenido de la solicitud.
     * @since 1.3
     */
    public long contentLength() {
        HttpURLConnection connection = null;
        try {
            connection = (HttpURLConnection) url.openConnection();
            connection.setRequestMethod(""HEAD"");
            return connection.getContentLengthLong();
        } catch (IOException e) {
            e.printStackTrace();
            return -1;
        } finally {
            if (connection != null) {
                connection.disconnect();
            }
        }
    }

    public static void main(String[] args) {
        try {
            URL url = new URL(""https://example.com"");
            HttpRequest request = new HttpRequest(url);
            long length = request.contentLength();
            System.out.println(""Content Length: "" + length);
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}",none,english,english,spanish
636766f11a6d9265ec017658,"public class PathUtils {

    /**
     * Devuelve el índice del último carácter separador de directorio. <p> Este método manejará un archivo en formato Unix o Windows. Se devuelve la posición de la última barra inclinada o barra invertida. <p> La salida será la misma independientemente de la máquina en la que se ejecute el código.
     * @param filename  el nombre del archivo en el que se busca el último separador de ruta, null devuelve -1
     * @return el índice del último carácter separador, o -1 si no existe tal carácter
     */
    public static int indexOfLastSeparator(String filename) {
        if (filename == null) {
            return -1;
        }
        
        int lastUnixPos = filename.lastIndexOf('/');
        int lastWindowsPos = filename.lastIndexOf('\\');
        
        return Math.max(lastUnixPos, lastWindowsPos);
    }

    public static void main(String[] args) {
        // Ejemplo de uso
        String path = ""C:\\Users\\JohnDoe\\Documents\\file.txt"";
        System.out.println(indexOfLastSeparator(path)); // Debería imprimir 20
    }
}",spanish,english,none,spanish
636767121a6d9265ec017b0a,"private int parseEndOfLine(String headerPart, int end) {
    int index = headerPart.indexOf(""\r\n"", end);
    if (index == -1) {
        index = headerPart.indexOf(""\n"", end);
    }
    return index;
}",none,english,none,none
636766f61a6d9265ec017701,"public class StringUtils {

    /**
     * Encuentra el último índice dentro de una cadena, manejando <code>null</code>. Este método utiliza {@link String#lastIndexOf(String)}.
     * 
     * @param str La cadena en la que se buscará, puede ser <code>null</code>.
     * @param searchStr La cadena que se buscará, puede ser <code>null</code>.
     * @return El índice de la última ocurrencia de <code>searchStr</code> en <code>str</code>, o -1 si no se encuentra o si alguna de las cadenas es <code>null</code>.
     */
    public static int lastIndexOf(String str, String searchStr) {
        if (str == null || searchStr == null) {
            return -1;
        }
        return str.lastIndexOf(searchStr);
    }

    public static void main(String[] args) {
        // Ejemplo de uso
        String str = ""Hello, world! Hello, everyone!"";
        String searchStr = ""Hello"";
        int index = lastIndexOf(str, searchStr);
        System.out.println(""Último índice de '"" + searchStr + ""' en '"" + str + ""': "" + index);
    }
}",spanish,english,spanish,spanish
6367670b1a6d9265ec0179fe,"import java.io.IOException;
import java.io.OutputStream;

public class CustomOutputStream extends OutputStream {
    @Override
    public void write(byte b[]) throws IOException {
        if (b == null) {
            throw new NullPointerException(""El arreglo de bytes no puede ser nulo."");
        }
        write(b, 0, b.length);
    }

    @Override
    public void write(byte b[], int off, int len) throws IOException {
        if (b == null) {
            throw new NullPointerException(""El arreglo de bytes no puede ser nulo."");
        }
        if (off < 0 || len < 0 || off + len > b.length) {
            throw new IndexOutOfBoundsException(""Índice fuera de los límites del arreglo de bytes."");
        }
        for (int i = 0; i < len; i++) {
            write(b[off + i]);
        }
    }

    @Override
    public void write(int b) throws IOException {
        // Implementación específica para escribir un solo byte.
        // Este método debe ser implementado por la clase que extienda CustomOutputStream.
        throw new UnsupportedOperationException(""Método no implementado."");
    }
}",spanish,english,spanish,none
636767df1a6d9265ec01873c,"import java.util.UUID;

public class Example {
    /**
     * @param entityId the entity ID to be used in generating the row ID
     * @return the ID of the row
     */
    public String id(String entityId) {
        // Generate a unique row ID by combining the entity ID with a UUID
        return entityId + ""-"" + UUID.randomUUID().toString();
    }
}",english,english,none,english
636766f91a6d9265ec01777f,"public class BooleanUtils {

    /**
     * Convierte un Boolean a un boolean manejando null devolviendo false.
     * <pre>
     * BooleanUtils.toBoolean(Boolean.TRUE)  = true
     * BooleanUtils.toBoolean(Boolean.FALSE) = false
     * BooleanUtils.toBoolean(null)          = false
     * </pre>
     * @param bool el booleano a convertir
     * @return true o false, null devuelve false
     */
    public static boolean toBoolean(Boolean bool) {
        return bool != null && bool;
    }

    public static void main(String[] args) {
        System.out.println(toBoolean(Boolean.TRUE));  // true
        System.out.println(toBoolean(Boolean.FALSE)); // false
        System.out.println(toBoolean(null));          // false
    }
}",english,english,none,spanish
6367675f1a6d9265ec0180d3,"import org.jgrapht.Graph;
import org.jgrapht.alg.isomorphism.IsomorphicGraphMapping;

public class AutomorfismoIdentidad {

    /**
     * Calcula un automorfismo de identidad (es decir, un mapeo propio de un grafo en el que cada vértice también se mapea a sí mismo).
     * @param graph el grafo de entrada
     * @param <V> el tipo de vértice del grafo
     * @param <E> el tipo de arista del grafo
     * @return un mapeo de grafo a grafo
     */
    public static <V, E> IsomorphicGraphMapping<V, E> identidad(Graph<V, E> graph) {
        // Crear un mapeo de identidad donde cada vértice se mapea a sí mismo
        IsomorphicGraphMapping<V, E> mapping = new IsomorphicGraphMapping<>(graph, graph);
        for (V vertex : graph.vertexSet()) {
            mapping.addVertexMapping(vertex, vertex);
        }
        return mapping;
    }
}",spanish,both,none,spanish
636766fe1a6d9265ec017833,"import java.io.File;
import java.io.IOException;

public class FileUtils {

    /**
     * Programa un archivo para que se elimine cuando la JVM exista. Si el archivo es un directorio, elimínalo y todos sus subdirectorios.
     * @param file  archivo o directorio a eliminar, no debe ser {@code null}
     * @throws NullPointerException si el archivo es {@code null}
     * @throws IOException en caso de que la eliminación no sea exitosa
     */
    public static void forceDeleteOnExit(File file) throws IOException {
        if (file == null) {
            throw new NullPointerException(""El archivo no puede ser null"");
        }

        if (file.isDirectory()) {
            deleteDirectoryOnExit(file);
        } else {
            file.deleteOnExit();
        }
    }

    private static void deleteDirectoryOnExit(File directory) throws IOException {
        if (!directory.exists()) {
            return;
        }

        File[] files = directory.listFiles();
        if (files != null) {
            for (File file : files) {
                if (file.isDirectory()) {
                    deleteDirectoryOnExit(file);
                } else {
                    file.deleteOnExit();
                }
            }
        }

        directory.deleteOnExit();
    }

    public static void main(String[] args) {
        try {
            File file = new File(""path/to/your/file_or_directory"");
            forceDeleteOnExit(file);
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}",none,english,both,spanish
636767791a6d9265ec018257,"import javax.swing.*;
import java.util.logging.LogRecord;

public class LogTable {
    private final DefaultListModel<String> logListModel;

    public LogTable(DefaultListModel<String> logListModel) {
        this.logListModel = logListModel;
    }

    public void addMessage(final LogRecord lr) {
        // Ensure the operation is performed on the Swing event dispatch thread
        SwingUtilities.invokeLater(() -> {
            String message = lr.getMessage();
            logListModel.addElement(message);
        });
    }
}",english,english,none,none
636767641a6d9265ec01817d,"import java.util.Map;
import java.util.Set;
import java.util.HashSet;
import java.util.HashMap;

public class BipartiteGraphGenerator<V, E> {

    /**
     * Construir un grafo bipartito completo
     * 
     * @param target El grafo en el que se construirá el grafo bipartito
     * @param resultMap Un mapa para almacenar los vértices generados
     */
    @Override
    public void generateGraph(Graph<V, E> target, Map<String, V> resultMap) {
        // Crear dos conjuntos de vértices para el grafo bipartito
        Set<V> setA = new HashSet<>();
        Set<V> setB = new HashSet<>();

        // Generar vértices para el conjunto A
        for (int i = 0; i < 5; i++) {
            V vertex = target.addVertex();
            setA.add(vertex);
            resultMap.put(""A"" + i, vertex);
        }

        // Generar vértices para el conjunto B
        for (int i = 0; i < 5; i++) {
            V vertex = target.addVertex();
            setB.add(vertex);
            resultMap.put(""B"" + i, vertex);
        }

        // Conectar todos los vértices de A con todos los vértices de B
        for (V vertexA : setA) {
            for (V vertexB : setB) {
                target.addEdge(vertexA, vertexB);
            }
        }
    }
}",spanish,english,none,spanish
636766ff1a6d9265ec017851,"/**
 * Busca un byte de valor especificado en el <code>buffer</code>, comenzando en la <code>posición</code> especificada.
 * @param value El valor a encontrar.
 * @param pos   La posición inicial para la búsqueda.
 * @return La posición del byte encontrado, contando desde el inicio del <code>buffer</code>, o <code>-1</code> si no se encuentra.
 */
protected int findByte(byte value, int pos) {
    // Asumimos que 'buffer' es un array de bytes accesible en la clase
    if (pos < 0 || pos >= buffer.length) {
        throw new IllegalArgumentException(""Posición inicial inválida"");
    }

    for (int i = pos; i < buffer.length; i++) {
        if (buffer[i] == value) {
            return i;
        }
    }

    return -1; // Retorna -1 si no se encuentra el byte
}",spanish,english,spanish,spanish
636767a41a6d9265ec018582,"import java.io.IOException;
import java.io.OutputStream;
import org.objenesis.strategy.StdInstantiatorStrategy;
import com.dyuproject.protostuff.LinkedBuffer;
import com.dyuproject.protostuff.ProtostuffIOUtil;
import com.dyuproject.protostuff.Schema;
import com.dyuproject.protostuff.runtime.RuntimeSchema;

public class SerializationUtil {

    /**
     * Serializa el {@code message}, precedido por su longitud, en un {@link OutputStream}.
     * @return el tamaño del mensaje
     */
    public static <T> int writeDelimitedTo(OutputStream out, T message, Schema<T> schema, LinkedBuffer buffer) throws IOException {
        if (out == null || message == null || schema == null || buffer == null) {
            throw new IllegalArgumentException(""Arguments cannot be null."");
        }

        // Serialize the message to a byte array
        byte[] data = ProtostuffIOUtil.toByteArray(message, schema, buffer);

        // Write the length of the message as a varint
        int length = data.length;
        writeVarint(out, length);

        // Write the serialized message
        out.write(data);

        // Return the total size of the message (length + data)
        return length + computeVarintSize(length);
    }

    private static void writeVarint(OutputStream out, int value) throws IOException {
        while (true) {
            if ((value & ~0x7F) == 0) {
                out.write(value);
                return;
            } else {
                out.write((value & 0x7F) | 0x80);
                value >>>= 7;
            }
        }
    }

    private static int computeVarintSize(int value) {
        if ((value & (0xffffffff <<  7)) == 0) return 1;
        if ((value & (0xffffffff << 14)) == 0) return 2;
        if ((value & (0xffffffff << 21)) == 0) return 3;
        if ((value & (0xffffffff << 28)) == 0) return 4;
        return 5;
    }
}",english,english,english,spanish
636767001a6d9265ec01787e,"@Override
public String toString() {
    // Aquí se construye y retorna la cadena que representa el objeto
    return ""Cadena construida por el constructor"";
}",spanish,english,spanish,none
636767781a6d9265ec01823d,"import org.apache.log4j.spi.LoggingEvent;

/**
 * Este método realiza la escritura
 */
protected void subAppend(LoggingEvent event) {
    // Implementación de la escritura del evento de logging
    // Aquí puedes agregar la lógica para manejar el evento de logging
    // Por ejemplo, escribir en un archivo, consola, etc.
    System.out.println(event.getMessage());
}",spanish,english,none,spanish
636766ef1a6d9265ec01761a,"import java.util.HashMap;
import java.util.Map;

public class SymbolTable {
    private final Map<String, Integer> typeTable;
    private int nextIndex;

    public SymbolTable() {
        this.typeTable = new HashMap<>();
        this.nextIndex = 0;
    }

    /**
     * Agrega un tipo en la tabla de tipos de esta tabla de símbolos. No hace nada si la tabla de tipos ya contiene un tipo similar.
     * @param value un nombre de clase interno.
     * @return el índice de un nuevo tipo o de un tipo ya existente con el valor dado.
     */
    public int addType(final String value) {
        if (typeTable.containsKey(value)) {
            return typeTable.get(value);
        } else {
            typeTable.put(value, nextIndex);
            return nextIndex++;
        }
    }
}",none,english,none,spanish
636766821a6d9265ec0174b6,"import java.lang.reflect.ParameterizedType;
import java.lang.reflect.Type;
import java.lang.reflect.TypeVariable;
import java.util.HashMap;
import java.util.Map;

public class TypeResolver {

    /**
     * Resuelve los argumentos para el {@code genericType} utilizando la información de las variables de tipo para el {@code targetType}. Devuelve {@code null} si {@code genericType} no está parametrizado o si no se pueden resolver los argumentos.
     */
    public static Class<?>[] resolveArguments(Type genericType, Class<?> targetType) {
        if (!(genericType instanceof ParameterizedType)) {
            return null;
        }

        ParameterizedType parameterizedType = (ParameterizedType) genericType;
        Type[] actualTypeArguments = parameterizedType.getActualTypeArguments();
        Class<?>[] resolvedArguments = new Class<?>[actualTypeArguments.length];

        Map<String, Class<?>> typeVariableMap = createTypeVariableMap(targetType);

        for (int i = 0; i < actualTypeArguments.length; i++) {
            Type typeArgument = actualTypeArguments[i];
            if (typeArgument instanceof Class) {
                resolvedArguments[i] = (Class<?>) typeArgument;
            } else if (typeArgument instanceof TypeVariable) {
                TypeVariable<?> typeVariable = (TypeVariable<?>) typeArgument;
                resolvedArguments[i] = typeVariableMap.get(typeVariable.getName());
            } else {
                return null;
            }
        }

        return resolvedArguments;
    }

    private static Map<String, Class<?>> createTypeVariableMap(Class<?> targetType) {
        Map<String, Class<?>> typeVariableMap = new HashMap<>();
        TypeVariable<?>[] typeParameters = targetType.getTypeParameters();

        for (TypeVariable<?> typeParameter : typeParameters) {
            typeVariableMap.put(typeParameter.getName(), Object.class); // Default to Object if no specific type is found
        }

        return typeVariableMap;
    }

    public static void main(String[] args) {
        // Ejemplo de uso
        Type genericType = new ParameterizedType() {
            @Override
            public Type[] getActualTypeArguments() {
                return new Type[] { String.class, Integer.class };
            }

            @Override
            public Type getRawType() {
                return Map.class;
            }

            @Override
            public Type getOwnerType() {
                return null;
            }
        };

        Class<?> targetType = Map.class;
        Class<?>[] resolvedArguments = resolveArguments(genericType, targetType);

        if (resolvedArguments != null) {
            for (Class<?> arg : resolvedArguments) {
                System.out.println(arg);
            }
        } else {
            System.out.println(""No se pudieron resolver los argumentos."");
        }
    }
}", both,english,spanish,spanish
636767e11a6d9265ec018781,"import java.util.Objects;

public class Cache {

    private METRICS existingData;

    /**
     * Acepta los datos en la caché y los combina con el valor existente. Este método no es seguro para hilos, se debe evitar la llamada concurrente.
     * @param data que se va a agregar potencialmente.
     */
    @Override
    public void accept(final METRICS data) {
        Objects.requireNonNull(data, ""Data cannot be null"");

        if (existingData == null) {
            existingData = data;
        } else {
            // Aquí se combinan los datos existentes con los nuevos datos.
            // Asumiendo que METRICS tiene un método para combinar datos.
            existingData.combine(data);
        }
    }

    // Método para obtener los datos existentes (opcional)
    public METRICS getExistingData() {
        return existingData;
    }
}

// Asumiendo que METRICS es una clase con un método combine
class METRICS {
    private int value;

    public METRICS(int value) {
        this.value = value;
    }

    public void combine(METRICS other) {
        this.value += other.value;
    }

    public int getValue() {
        return value;
    }
}",spanish,english,english,spanish
636767531a6d9265ec017efb,"public class Bucket {
    private Bucket next;
    private Bucket prev;

    public Bucket() {
        this.next = null;
        this.prev = null;
    }

    public void insertBefore(Bucket bucket) {
        if (bucket == null) {
            throw new IllegalArgumentException(""Bucket cannot be null"");
        }

        // Set the previous of the new bucket to the previous of the current bucket
        bucket.prev = this.prev;

        // If the current bucket has a previous, set its next to the new bucket
        if (this.prev != null) {
            this.prev.next = bucket;
        }

        // Set the next of the new bucket to the current bucket
        bucket.next = this;

        // Set the previous of the current bucket to the new bucket
        this.prev = bucket;
    }

    // Getters and setters for next and prev (if needed)
    public Bucket getNext() {
        return next;
    }

    public void setNext(Bucket next) {
        this.next = next;
    }

    public Bucket getPrev() {
        return prev;
    }

    public void setPrev(Bucket prev) {
        this.prev = prev;
    }
}",english,english,english,none
636766f11a6d9265ec017641,"import java.io.IOException;
import java.io.InputStream;

public class CustomInputStream extends InputStream {
    private InputStream inputStream;

    public CustomInputStream(InputStream inputStream) {
        this.inputStream = inputStream;
    }

    /**
     * Returns an estimate of the number of bytes that can be read (or skipped over) from this input stream
     * without blocking by the next invocation of a method for this input stream.
     *
     * @return an estimate of the number of bytes that can be read (or skipped over) from this input stream
     *         without blocking.
     * @throws IOException if an I/O error occurs.
     */
    @Override
    public int available() throws IOException {
        return inputStream.available();
    }

    @Override
    public int read() throws IOException {
        return inputStream.read();
    }

    @Override
    public void close() throws IOException {
        inputStream.close();
    }
}",none,english,none,english
