id,generated_code,comments,identifiers,literals,notes
636766fe1a6d9265ec017833,"import java.io.File;
import java.io.IOException;
import java.nio.file.*;
import java.nio.file.attribute.BasicFileAttributes;

public class FileUtils {

    /**
     * Pianifica la cancellazione di un file quando la JVM termina. Se il file è una directory, cancella lei e tutte le sottodirectory.
     * @param file file o directory da cancellare, non deve essere {@code null}
     * @throws NullPointerException se il file è {@code null}
     * @throws IOException in caso di cancellazione non riuscita
     */
    public static void forceDeleteOnExit(File file) throws IOException {
        if (file == null) {
            throw new NullPointerException(""File cannot be null"");
        }

        if (!file.exists()) {
            return;
        }

        if (file.isDirectory()) {
            // Registra tutti i file e sottodirectory per la cancellazione
            Files.walkFileTree(file.toPath(), new SimpleFileVisitor<Path>() {
                @Override
                public FileVisitResult visitFile(Path file, BasicFileAttributes attrs) {
                    file.toFile().deleteOnExit();
                    return FileVisitResult.CONTINUE;
                }

                @Override
                public FileVisitResult preVisitDirectory(Path dir, BasicFileAttributes attrs) {
                    dir.toFile().deleteOnExit();
                    return FileVisitResult.CONTINUE;
                }
            });
        } else {
            // Se è un file semplice, registra solo quello
            file.deleteOnExit();
        }
    }
}",italian,english,english,
636767791a6d9265ec018257,"import javax.swing.SwingUtilities;
import java.util.logging.LogRecord;

public class Logger {
    private LogTable logTable; // Assume LogTable is defined elsewhere
    
    /**
     * Aggiunge un messaggio di registrazione da visualizzare nella LogTable. 
     * Questo metodo è thread-safe in quanto invia le richieste al SwingThread anziché elaborarle direttamente.
     */
    public void addMessage(final LogRecord lr) {
        if (lr == null) {
            return;
        }
        
        SwingUtilities.invokeLater(new Runnable() {
            @Override
            public void run() {
                try {
                    logTable.addLogRecord(lr);
                } catch (Exception e) {
                    System.err.println(""Error adding log record: "" + e.getMessage());
                }
            }
        });
    }
}",english,english,english,
636767641a6d9265ec01817d,"import java.util.*;
import org.jgrapht.*;

public class BipartiteGraphGenerator<V,E> implements GraphGenerator<V,E,V> {
    
    private int n1; // size of first partition
    private int n2; // size of second partition
    
    public BipartiteGraphGenerator(int n1, int n2) {
        this.n1 = n1;
        this.n2 = n2;
    }

    @Override
    public void generateGraph(Graph<V,E> target, Map<String,V> resultMap) {
        // Create vertices for first partition
        List<V> partition1 = new ArrayList<>();
        for(int i = 0; i < n1; i++) {
            V vertex = target.vertexSupplier().get();
            target.addVertex(vertex);
            partition1.add(vertex);
            if(resultMap != null) {
                resultMap.put(""P1_"" + i, vertex);
            }
        }

        // Create vertices for second partition  
        List<V> partition2 = new ArrayList<>();
        for(int i = 0; i < n2; i++) {
            V vertex = target.vertexSupplier().get();
            target.addVertex(vertex);
            partition2.add(vertex);
            if(resultMap != null) {
                resultMap.put(""P2_"" + i, vertex);
            }
        }

        // Add edges between all vertices in partition1 and partition2
        for(V v1 : partition1) {
            for(V v2 : partition2) {
                target.addEdge(v1, v2);
            }
        }
    }
}",english,english,none,
636766ff1a6d9265ec017851,"import java.util.Arrays;

public class ByteBuffer {
    private byte[] buffer;

    /**
     * Cerca un byte di valore specificato nel <code>buffer</code>, partendo dalla <code>posizione</code> specificata.
     * @param value Il valore da cercare.
     * @param pos   La posizione di partenza per la ricerca.
     * @return La posizione del byte trovato, contando dall'inizio del <code>buffer</code>, oppure <code>-1</code> se non trovato.
     */
    protected int findByte(byte value, int pos) {
        if (buffer == null || pos >= buffer.length) {
            return -1;
        }
        
        for (int i = pos; i < buffer.length; i++) {
            if (buffer[i] == value) {
                return i;
            }
        }
        
        return -1;
    }
}",none,english,none,
636767a41a6d9265ec018582,"import com.dyuproject.protostuff.LinkedBuffer;
import com.dyuproject.protostuff.Schema;
import com.dyuproject.protostuff.ProtobufOutput;
import java.io.IOException;
import java.io.OutputStream;

public class MessageSerializer {

    /**
     * Serializza il {@code message}, precedendolo con la sua lunghezza, in un {@link OutputStream}.
     * @return la dimensione del messaggio
     */
    public static <T> int writeDelimitedTo(OutputStream out, T message, Schema<T> schema, LinkedBuffer buffer) throws IOException {
        // Create protobuf output using the buffer
        final ProtobufOutput output = new ProtobufOutput(buffer);
        
        // Serialize the message to get its size
        schema.writeTo(output, message);
        
        // Get the size of the serialized message
        int size = output.getSize();
        
        // Write the size as a varint to the output stream
        while ((size & ~0x7F) != 0) {
            out.write((size & 0x7F) | 0x80);
            size >>>= 7;
        }
        out.write(size);
        
        // Write the actual message
        LinkedBuffer.writeTo(out, buffer);
        
        // Return the total size of the message
        return output.getSize();
    }
}",english,english,none,
636767001a6d9265ec01787e,"public class StringBuilder {
    private char[] value;
    private int count;
    
    /**
     * <p> Ottiene la String costruita da questo builder. </p>
     * @return la stringa costruita
     */
    public String toString() {
        return new String(value, 0, count);
    }
}",none,english,none,
636767781a6d9265ec01823d,"import org.apache.log4j.AppenderSkeleton;
import org.apache.log4j.Layout;
import org.apache.log4j.spi.LoggingEvent;
import java.io.IOException;
import java.io.Writer;

public class CustomAppender extends AppenderSkeleton {
    
    private Writer writer;
    
    public CustomAppender(Writer writer) {
        this.writer = writer;
    }

    /**
     * Questo metodo esegue la scrittura effettiva
     */
    @Override
    protected void subAppend(LoggingEvent event) {
        if(layout == null) {
            errorHandler.error(""No layout set for the appender named ["" + name + ""]."");
            return;
        }

        try {
            String formattedMessage = layout.format(event);
            writer.write(formattedMessage);
            
            if(layout.ignoresThrowable()) {
                String[] throwableStrRep = event.getThrowableStrRep();
                if(throwableStrRep != null) {
                    for(String line : throwableStrRep) {
                        writer.write(line);
                        writer.write(Layout.LINE_SEP);
                    }
                }
            }
            
            writer.flush();
        } catch(IOException e) {
            errorHandler.error(""Failed to write log event"", e, 1);
        }
    }

    @Override
    public void close() {
        if(writer != null) {
            try {
                writer.close();
            } catch(IOException e) {
                errorHandler.error(""Failed to close writer"", e, 1);
            }
            writer = null;
        }
    }

    @Override
    public boolean requiresLayout() {
        return true;
    }
}",none,english,english,
636766ef1a6d9265ec01761a,"import java.util.ArrayList;
import java.util.List;

public class SymbolTable {
    private List<String> types;
    
    public SymbolTable() {
        types = new ArrayList<>();
    }

    /**
     * Aggiunge un tipo nella tabella dei tipi di questa tabella dei simboli. 
     * Non fa nulla se la tabella dei tipi contiene già un tipo simile.
     * @param value un nome di classe interno.
     * @return l'indice di un nuovo tipo o di un tipo già esistente con il valore fornito.
     */
    public int addType(final String value) {
        // Check if type already exists
        int existingIndex = types.indexOf(value);
        if (existingIndex != -1) {
            return existingIndex;
        }
        
        // Add new type and return its index
        types.add(value);
        return types.size() - 1;
    }
}",english,english,none,
636766821a6d9265ec0174b6,"import java.lang.reflect.ParameterizedType;
import java.lang.reflect.Type;
import java.lang.reflect.TypeVariable;
import java.util.HashMap;
import java.util.Map;

public class TypeResolver {

    public static Class<?>[] resolveArguments(Type genericType, Class<?> targetType) {
        if (!(genericType instanceof ParameterizedType)) {
            return null;
        }

        ParameterizedType parameterizedType = (ParameterizedType) genericType;
        Type[] actualTypeArguments = parameterizedType.getActualTypeArguments();
        Class<?>[] resolvedTypes = new Class<?>[actualTypeArguments.length];

        // Map to store type variable mappings
        Map<TypeVariable<?>, Type> typeVariableMap = new HashMap<>();
        
        // Get type variables from target type
        TypeVariable<?>[] typeParameters = targetType.getTypeParameters();
        
        // Map type variables to actual types
        for (int i = 0; i < actualTypeArguments.length; i++) {
            Type actualType = actualTypeArguments[i];
            
            if (actualType instanceof Class) {
                resolvedTypes[i] = (Class<?>) actualType;
            } else if (actualType instanceof TypeVariable) {
                TypeVariable<?> typeVar = (TypeVariable<?>) actualType;
                Type resolvedType = typeVariableMap.get(typeVar);
                
                if (resolvedType instanceof Class) {
                    resolvedTypes[i] = (Class<?>) resolvedType;
                } else {
                    // Cannot resolve type variable
                    return null;
                }
            } else {
                // Cannot handle other types
                return null;
            }
        }

        return resolvedTypes;
    }
}",english,english,none,
636767e11a6d9265ec018781,"import java.util.Objects;
import java.util.concurrent.atomic.AtomicReference;

public class MetricsCache<METRICS> {
    
    private final AtomicReference<METRICS> cache = new AtomicReference<>();

    /**
     * Accetta i dati nella cache e li unisce con il valore esistente. Questo metodo non è thread-safe, si dovrebbe evitare di chiamarlo in concorrenza.
     * @param data da aggiungere potenzialmente.
     */
    @Override
    public void accept(final METRICS data) {
        Objects.requireNonNull(data, ""Input data cannot be null"");
        
        METRICS currentValue = cache.get();
        if (currentValue == null) {
            cache.set(data);
        } else {
            // Since we don't know the exact type of METRICS, we assume it has a merge method
            // In a real implementation, you would need to implement the specific merge logic
            try {
                if (currentValue instanceof Mergeable) {
                    ((Mergeable)currentValue).merge(data);
                } else {
                    // Default behavior is to replace the old value
                    cache.set(data);
                }
            } catch (Exception e) {
                // Fallback to simple replacement if merge fails
                cache.set(data);
            }
        }
    }

    // Interface for mergeable objects
    public interface Mergeable<T> {
        void merge(T other);
    }
}",english,english,english,
636767531a6d9265ec017efb,"import java.util.Objects;

public class Bucket {
    private Bucket prev;
    private Bucket next;
    
    /**
     * Inserisce questo bucket nella struttura dati prima del {@code bucket}.
     * @param bucket il bucket, che sarà il successivo a questo bucket.
     */
    void insertBefore(Bucket bucket) {
        Objects.requireNonNull(bucket);
        
        this.next = bucket;
        this.prev = bucket.prev;
        
        if (bucket.prev != null) {
            bucket.prev.next = this;
        }
        
        bucket.prev = this;
    }
}",none,english,none,
636766f11a6d9265ec017641,"import java.io.IOException;
import java.io.InputStream;

public class CustomInputStream extends InputStream {

    private InputStream inputStream;

    public CustomInputStream(InputStream is) {
        this.inputStream = is;
    }

    /**
     * @see InputStream#available()
     */
    @Override
    public int available() throws IOException {
        return inputStream.available();
    }

    @Override
    public int read() throws IOException {
        return inputStream.read();
    }
}",none,english,none,
636767de1a6d9265ec018706,"import org.elasticsearch.cluster.metadata.MappingMetadata;
import org.elasticsearch.common.collect.ImmutableOpenMap;
import org.elasticsearch.common.settings.Settings;
import org.elasticsearch.common.xcontent.XContentType;
import org.elasticsearch.index.mapper.MapperService;
import org.elasticsearch.index.mapper.Mapping;
import org.elasticsearch.index.mapper.Mappings;

public class MappingDiffer {

    public Mappings diffStructure(String tableName, Mappings mappings) {
        if (mappings == null) {
            return null;
        }

        // Create new mappings builder
        Mappings.Builder diffMappings = new Mappings.Builder();

        // Get properties from input mappings
        Map<String, Object> properties = mappings.getSourceAsMap();
        if (properties == null || properties.isEmpty()) {
            return null;
        }

        // Get current index mappings
        ImmutableOpenMap<String, MappingMetadata> currentMappings = getCurrentIndexMappings(tableName);
        
        // Compare and add fields that don't exist in current mappings
        for (Map.Entry<String, Object> entry : properties.entrySet()) {
            String fieldName = entry.getKey();
            
            if (!fieldExists(fieldName, currentMappings)) {
                // Add field to diff mappings
                diffMappings.field(fieldName, entry.getValue());
            }
        }

        // Remove _source field to avoid conflicts
        diffMappings.removeField(""_source"");

        return diffMappings.build();
    }

    private ImmutableOpenMap<String, MappingMetadata> getCurrentIndexMappings(String indexName) {
        try {
            GetMappingsRequest request = new GetMappingsRequest().indices(indexName);
            GetMappingsResponse response = client.admin().indices().getMappings(request).actionGet();
            return response.getMappings().get(indexName);
        } catch (Exception e) {
            return ImmutableOpenMap.of();
        }
    }

    private boolean fieldExists(String fieldName, ImmutableOpenMap<String, MappingMetadata> currentMappings) {
        try {
            for (ObjectObjectCursor<String, MappingMetadata> cursor : currentMappings) {
                Map<String, Object> sourceMap = cursor.value.getSourceAsMap();
                if (sourceMap.containsKey(fieldName)) {
                    return true;
                }
            }
        } catch (Exception e) {
            return false;
        }
        return false;
    }
}",english,english,none,
636767dd1a6d9265ec0186e5,"import java.util.List;
import java.util.ArrayList;

public class ChannelManager {
    
    private List<Channels> channelsList;
    private List<IConsumer> consumersList;

    public ChannelManager() {
        this.channelsList = new ArrayList<>();
        this.consumersList = new ArrayList<>();
    }

    /**
     * Aggiungi un nuovo canale di destinazione.
     */
    public void addNewTarget(Channels channels, IConsumer consumer) {
        if (channels != null && consumer != null) {
            channelsList.add(channels);
            consumersList.add(consumer);
        }
    }
}

// Assumed supporting interfaces/classes:

interface IConsumer {
    void consume();
}

enum Channels {
    EMAIL,
    SMS,
    PUSH_NOTIFICATION,
    WEBHOOK
}",english,english,none,
